split,train_start,test_start,test_end,sharpe,sortino,calmar,max_drawdown,ann_return,win_rate,trade_count,w_lstm,w_transformer,w_xgboost,w_cnn,w_garch,train_days,timesteps,t_forecast_s,t_hmm_s,t_ppo_s,t_total_s
3,2005-01-03,2009-01-03,2009-07-03,-1.1096132846774958,-1.8871800549709186,-1.2162396829965103,-0.14322650484251978,-0.1741977589679884,0.34782608695652173,69,0.17901217937469482,0.11737041920423508,0.30829665064811707,0.19915466010570526,0.1961660534143448,793,200000,1.4,0.1,851.3,854.4
4,2005-01-03,2009-07-03,2010-01-03,1.5619735216197161,2.380949045897975,3.4119859125735306,-0.08360860314488154,0.28527137644148537,0.5492957746478874,66,0.18704573810100555,0.139093279838562,0.29900115728378296,0.1873595267534256,0.18750035762786865,922,200000,1.9,0.1,904.7,908.3
